Unique ID,Email,Date Taken (America/New_York),Time Taken (America/New_York),Time Spent,Q1 - Which Title Best Fits your Current Role?.1,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Average Salary,Q4 - What Industry do you work in?.1,Q5 - Favorite Programming Language.1,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?.1,Q12 - Highest Level of Education,Q13 - Ethnicity
"62a511acbc6861bf3179178a","anonymous","2022-11-06 00:00:00,000","1899-12-30 18:05:00,000","1899-12-30 00:01:53,000","Data Engineer","No","106k-125k",115.5,"Healthcare","Other",8,6,5,2,3,2,"Easy","Better Salary","Male",30,"United States","Bachelors","White or Caucasian"
"62a58faf2e54c9003e55ef2e","anonymous","2022-12-06 00:00:00,000","1899-12-30 03:03:00,000","1899-12-30 00:01:20,000","Student/Looking/None","No","0-40k",20,"Education","Python",2,5,5,5,2,4,"Difficult","Better Salary","Male",27,"Other","Bachelors","White or Caucasian"
"62a5edb2575fa3a5ae8bdba5","anonymous","2022-12-06 00:00:00,000","1899-12-30 09:44:00,000","1899-12-30 00:03:02,000","Other","No","66k-85k",75.5,"Other","Python",3,6,6,6,6,6,"Neither easy nor difficult","Better Salary","Male",27,"United States","Bachelors","White or Caucasian"
"62a66558cf2555431733c0f9","anonymous","2022-12-06 00:00:00,000","1899-12-30 18:14:00,000","1899-12-30 00:01:58,000","Other","Yes","66k-85k",75.5,"Other","Python",7,9,8,8,6,6,"Neither easy nor difficult","Better Salary","Male",36,"United States","Masters","White or Caucasian"
"62a77967f8d5efcc22fd4c81","anonymous",,"1899-12-30 13:52:00,000","1899-12-30 00:00:59,000","Other","No","41k-65k",53,"Education","Python",4,9,8,8,6,7,"Neither easy nor difficult","Better Salary","Male",25,"United States","Masters","White or Caucasian"
"62a78743f8f75616458ab6bb","anonymous",,"1899-12-30 14:51:00,000","1899-12-30 00:01:30,000","Student/Looking/None","No","0-40k",20,"Telecommunication","Python",8,10,6,7,8,8,"Neither easy nor difficult","Better Salary","Male",19,"United States","High School","White or Caucasian"
"62a78f3bf408bae018f2ef51","anonymous",,"1899-12-30 15:25:00,000","1899-12-30 00:01:33,000","Student/Looking/None","Yes","0-40k",20,"Finance","Python",8,9,9,7,8,8,"Neither easy nor difficult","Better Salary","Male",25,"Other","Bachelors","White or Caucasian"
"62a8592f7dc029e2d672c0a8","anonymous",,"1899-12-30 05:47:00,000","1899-12-30 00:01:37,000","Data Engineer","Yes","0-40k",20,"Tech","Python",4,6,6,3,7,9,"Neither easy nor difficult","Better Salary","Female",33,"Other","Bachelors","White or Caucasian"
"62a960567dc029e2d6749dd8","anonymous",,"1899-12-30 00:30:00,000","1899-12-30 00:02:43,000","Data Engineer","No","41k-65k",53,"Construction","Python",6,8,8,5,5,5,"Neither easy nor difficult","Better Salary","Male",30,"Other","Masters","White or Caucasian"
"62b21d40bae91e4b8b985154","anonymous",,"1899-12-30 15:34:00,000","1899-12-30 00:03:25,000","Other","No","106k-125k",115.5,"Other","Python",3,2,5,3,3,4,"Neither easy nor difficult","Better Salary","Male",37,"United States","Masters","White or Caucasian"
"62b27004bc6861bf318c9038","anonymous",,"1899-12-30 21:27:00,000","1899-12-30 00:01:33,000","Database Developer","Yes","41k-65k",53,"Education","Other",4,7,7,7,7,7,"Difficult","Better Salary","Female",29,"United States","Masters","White or Caucasian"
"62b5a3e29bc428d5345f6e89","anonymous",,"1899-12-30 07:45:00,000","1899-12-30 00:03:12,000","Other","No","0-40k",20,"Other","R",4,6,7,7,4,6,"Difficult","Better Salary","Male",21,"United States","Bachelors","White or Caucasian"
"62a33cd3cf255543173001d9","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:45:00,000","1899-12-30 00:02:10,000","Data Analyst","Yes","86k-105k",95.5,"Healthcare","R",4,4,4,4,5,5,"Neither easy nor difficult","Better Salary","Male",35,"United States","","Asian or Asian American"
"62a33dbdd8c00e9f5419cd65","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:49:00,000","1899-12-30 00:01:05,000","Student/Looking/None","No","41k-65k",53,"Tech","R",7,8,8,6,8,3,"Very Difficult","Better Salary","Female",26,"Canada","","Asian or Asian American"
"62a34020575fa3a5ae88ade0","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:59:00,000","1899-12-30 00:01:11,000","Student/Looking/None","Yes","0-40k",20,"Education","Python",5,5,3,5,2,6,"Difficult","Better Salary","Male",23,"Other","","Asian or Asian American"
"62a343d9f3072dd892622fe4","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:15:00,000","1899-12-30 00:03:15,000","Data Analyst","Yes","41k-65k",53,"Tech","Python",5,6,7,7,7,6,"Difficult","Better Salary","Male",25,"United States","Bachelors","Asian or Asian American"
"62a34425f8d5efcc22f7d525","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:16:00,000","1899-12-30 00:01:28,000","Data Analyst","Yes","41k-65k",53,"Tech","Python",3,9,10,8,9,9,"Easy","Better Salary","Male",23,"India","Bachelors","Asian or Asian American"
"62a34449575fa3a5ae88b637","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:16:00,000","1899-12-30 00:02:36,000","Other","No","86k-105k",95.5,"Other","R",4,3,3,5,5,5,"Difficult","Better Salary","Male",32,"United States","Masters","Asian or Asian American"
"62a3447a575fa3a5ae88b6c0","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:17:00,000","1899-12-30 00:04:14,000","Data Analyst","No","0-40k",20,"Tech","Python",2,9,9,8,6,2,"Easy","Better Salary","Male",25,"Other","Bachelors","Asian or Asian American"
"62a3457bf8d5efcc22f7da17","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:22:00,000","1899-12-30 00:01:08,000","Data Analyst","No","125k-150k",137.5,"Tech","Python",4,7,6,4,2,4,"Easy","Better Salary","Female",27,"United States","Masters","Asian or Asian American"
"62a346cef8f756164585385b","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:27:00,000","1899-12-30 00:01:51,000","Data Analyst","Yes","41k-65k",53,"Other","Other",4,4,3,3,5,6,"Very Difficult","Better Salary","Male",33,"United States","Bachelors","Asian or Asian American"
"62a3483018134ddc75cea4e6","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:33:00,000","1899-12-30 00:01:41,000","Data Analyst","Yes","41k-65k",53,"Finance","Python",8,9,9,9,9,8,"Very Difficult","Better Salary","Male",23,"India","Bachelors","Asian or Asian American"
"62a348650f8c8599d5af2b77","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:34:00,000","1899-12-30 00:01:06,000","Other","Yes","41k-65k",53,"Other","R",3,5,5,6,3,4,"Neither easy nor difficult","Better Salary","Male",24,"Canada","Bachelors","Asian or Asian American"
"62a348f2f8d5efcc22f7e2ba","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:36:00,000","1899-12-30 00:01:10,000","Data Analyst","Yes","41k-65k",53,"Other","Python",9,9,9,9,7,4,"Difficult","Better Salary","Male",25,"Canada","Bachelors","Asian or Asian American"
"62a3498e575fa3a5ae88c554","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:39:00,000","1899-12-30 00:01:55,000","Student/Looking/None","No","0-40k",20,"Other","Other",7,9,7,8,8,10,"Neither easy nor difficult","Better Salary","Male",24,"Other","Bachelors","Asian or Asian American"
"62a349bbf8f756164585400d","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:40:00,000","1899-12-30 00:02:07,000","Data Analyst","Yes","41k-65k",53,"Other","Other",3,6,6,6,4,4,"Easy","Better Salary","Male",25,"Canada","Bachelors","Asian or Asian American"
"62a34d1ff8f756164585465c","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:54:00,000","1899-12-30 00:01:41,000","Data Analyst","No","41k-65k",53,"Tech","R",4,7,8,8,5,7,"Easy","Better Salary","Male",23,"Canada","Bachelors","Asian or Asian American"
"62a34dbb5d257a28a30d9a61","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:57:00,000","1899-12-30 00:01:26,000","Other","No","0-40k",20,"Tech","Python",0,6,5,5,3,1,"Neither easy nor difficult","Better Salary","Male",25,"India","Masters","Asian or Asian American"
"62a34f2af8f7561645854c1c","anonymous","2022-10-06 00:00:00,000","1899-12-30 10:03:00,000","1899-12-30 00:01:06,000","Data Analyst","No","41k-65k",53,"Healthcare","Python",1,2,8,7,0,0,"Difficult","Better Salary","Male",21,"United States","Bachelors","Asian or Asian American"
"62a354bdb4da29969c631700","anonymous","2022-10-06 00:00:00,000","1899-12-30 10:27:00,000","1899-12-30 00:01:20,000","Data Analyst","No","41k-65k",53,"Healthcare","R",1,4,3,2,0,6,"Difficult","Better Salary","Male",25,"United Kingdom","Masters","Asian or Asian American"
"62a35b965d257a28a30db899","anonymous","2022-10-06 00:00:00,000","1899-12-30 10:56:00,000","1899-12-30 00:01:45,000","Data Analyst","Yes","66k-85k",75.5,"Other","Python",0,0,7,1,0,9,"Difficult","Better Salary","Male",33,"Canada","Bachelors","Asian or Asian American"
"62a35d8f575fa3a5ae88efd6","anonymous","2022-10-06 00:00:00,000","1899-12-30 11:04:00,000","1899-12-30 00:02:38,000","Student/Looking/None","Yes","41k-65k",53,"Other","Python",2,4,6,1,1,1,"Very Difficult","Better Salary","Male",34,"Canada","Associates","Asian or Asian American"
"62a3636c2e54c9003e536e6b","anonymous","2022-10-06 00:00:00,000","1899-12-30 11:29:00,000","1899-12-30 00:03:30,000","Data Analyst","No","0-40k",20,"Finance","Python",1,2,4,4,4,5,"Neither easy nor difficult","Better Salary","Male",21,"India","Bachelors","Asian or Asian American"
"62a3670b575fa3a5ae890422","anonymous","2022-10-06 00:00:00,000","1899-12-30 11:45:00,000","1899-12-30 00:02:07,000","Data Analyst","Yes","0-40k",20,"Tech","Python",0,1,1,0,0,2,"Difficult","Better Salary","Male",25,"India","Bachelors","Asian or Asian American"
"62a37ff3bae91e4b8b836ed0","anonymous","2022-10-06 00:00:00,000","1899-12-30 13:31:00,000","1899-12-30 00:01:21,000","Student/Looking/None","Yes","0-40k",20,"Tech","Python",0,4,0,0,4,5,"Neither easy nor difficult","Better Salary","Male",27,"United States","Masters","Asian or Asian American"
"62a38023575fa3a5ae89339e","anonymous","2022-10-06 00:00:00,000","1899-12-30 13:32:00,000","1899-12-30 00:01:32,000","Student/Looking/None","No","0-40k",20,"Other","Python",1,1,2,1,1,1,"Difficult","Better Salary","Female",25,"United States","Bachelors","Asian or Asian American"
"62a385480f8c8599d5afa5c6","anonymous","2022-10-06 00:00:00,000","1899-12-30 13:54:00,000","1899-12-30 00:02:38,000","Data Engineer","Yes","0-40k",20,"Other","Python",4,7,7,6,8,7,"Neither easy nor difficult","Better Salary","Male",36,"Other","Associates","Asian or Asian American"
"62a389b70f8c8599d5afad1a","anonymous","2022-10-06 00:00:00,000","1899-12-30 14:13:00,000","1899-12-30 00:02:27,000","Data Analyst","No","0-40k",20,"Tech","Python",3,5,4,5,4,2,"Neither easy nor difficult","Better Salary","Male",29,"India","Bachelors","Asian or Asian American"
"62a3951ed8c00e9f541a75d1","anonymous","2022-10-06 00:00:00,000","1899-12-30 15:01:00,000","1899-12-30 00:01:41,000","Other","No","106k-125k",115.5,"Other","Java",7,7,4,5,5,4,"Neither easy nor difficult","Better Salary","Male",43,"United States","Masters","Asian or Asian American"
"62a3958fcec54911e9caf827","anonymous","2022-10-06 00:00:00,000","1899-12-30 15:03:00,000","1899-12-30 00:05:13,000","Other","Yes","0-40k",20,"Tech","Python",3,5,8,4,5,5,"Difficult","Better Salary","Female",32,"United States","Bachelors","Asian or Asian American"
"62a3980c7dc029e2d66c9a81","anonymous","2022-10-06 00:00:00,000","1899-12-30 15:14:00,000","1899-12-30 00:01:49,000","Data Analyst","No","41k-65k",53,"Agriculture","Other",3,5,5,5,3,2,"Neither easy nor difficult","Better Salary","Female",25,"United States","Masters","Asian or Asian American"
"62a3a90f24a262602738e800","anonymous","2022-10-06 00:00:00,000","1899-12-30 16:26:00,000","1899-12-30 00:01:26,000","Data Analyst","Yes","41k-65k",53,"Healthcare","Other",3,10,9,10,5,0,"Neither easy nor difficult","Better Salary","Female",25,"United States","Bachelors","Asian or Asian American"
"62a3ab320f8c8599d5afdfa8","anonymous","2022-10-06 00:00:00,000","1899-12-30 16:36:00,000","1899-12-30 00:01:45,000","Data Analyst","Yes","0-40k",20,"Tech","R",3,4,4,4,4,2,"Easy","Better Salary","Male",31,"India","Masters","Asian or Asian American"
"62a3af66f8f756164585eeb8","anonymous","2022-10-06 00:00:00,000","1899-12-30 16:53:00,000","1899-12-30 00:03:01,000","Student/Looking/None","Yes","0-40k",20,"Tech","Python",4,5,4,4,3,4,"Very Difficult","Better Salary","Female",26,"United States","Masters","Asian or Asian American"
"62a3b3f6bc6861bf3177973b","anonymous","2022-10-06 00:00:00,000","1899-12-30 17:13:00,000","1899-12-30 00:01:02,000","Data Analyst","Yes","66k-85k",75.5,"Finance","Python",3,2,1,1,0,2,"Very Difficult","Better Salary","Female",26,"United States","Masters","Asian or Asian American"
"62a3bc00d8c00e9f541aad66","anonymous","2022-10-06 00:00:00,000","1899-12-30 17:47:00,000","1899-12-30 00:01:30,000","Data Analyst","Yes","66k-85k",75.5,"Finance","R",5,7,7,3,7,9,"Difficult","Better Salary","Female",26,"United States","Bachelors","Asian or Asian American"
"62a3c7f1bc6861bf3177b06e","anonymous","2022-10-06 00:00:00,000","1899-12-30 18:38:00,000","1899-12-30 00:01:57,000","Other","No","41k-65k",53,"Tech","C/C++",7,7,7,7,7,7,"Neither easy nor difficult","Better Salary","Female",43,"Other","High School","Asian or Asian American"
"62a3d37c0a77c1a77f66bc0e","anonymous","2022-10-06 00:00:00,000","1899-12-30 19:27:00,000","1899-12-30 00:01:11,000","Data Analyst","No","41k-65k",53,"Healthcare","Other",3,7,5,5,3,3,"Neither easy nor difficult","Better Salary","Female",33,"United States","Bachelors","Asian or Asian American"
"62a3f6d9bae91e4b8b8408ca","anonymous","2022-10-06 00:00:00,000","1899-12-30 21:58:00,000","1899-12-30 00:00:59,000","Student/Looking/None","No","0-40k",20,"Other","Other",0,0,0,0,0,0,"Neither easy nor difficult","Better Salary","Male",20,"Other","High School","Asian or Asian American"
"62a403bbf8d5efcc22f8eb18","anonymous","2022-10-06 00:00:00,000","1899-12-30 22:53:00,000","1899-12-30 00:02:40,000","Data Analyst","Yes","0-40k",20,"Tech","Python",5,10,5,6,6,8,"Very Difficult","Better Salary","Male",33,"India","Bachelors","Asian or Asian American"
"62a41795cec54911e9cb8854","anonymous","2022-11-06 00:00:00,000","1899-12-30 00:18:00,000","1899-12-30 00:00:59,000","Data Analyst","Yes","0-40k",20,"Finance","Python",2,,,,,,"Very Easy","Better Salary","Male",26,"India","Bachelors","Asian or Asian American"
"62a43f43f408bae018ee9281","anonymous","2022-11-06 00:00:00,000","1899-12-30 03:07:00,000","1899-12-30 00:01:34,000","Student/Looking/None","Yes","0-40k",20,"Education","Python",0,1,2,2,1,1,"Neither easy nor difficult","Better Salary","Female",24,"India","Masters","Asian or Asian American"
"62a440ab575fa3a5ae8a1418","anonymous","2022-11-06 00:00:00,000","1899-12-30 03:13:00,000","1899-12-30 00:03:39,000","Other","No","41k-65k",53,"Healthcare","Python",7,10,10,10,5,10,"Easy","Better Salary","Male",25,"United States","Masters","Asian or Asian American"
"62a446faf8f7561645868c60","anonymous","2022-11-06 00:00:00,000","1899-12-30 03:40:00,000","1899-12-30 00:01:05,000","Data Analyst","Yes","0-40k",20,"Tech","Python",2,3,3,3,3,3,"Difficult","Better Salary","Male",21,"India","Bachelors","Asian or Asian American"
"62a4514ff408bae018eea94d","anonymous","2022-11-06 00:00:00,000","1899-12-30 04:24:00,000","1899-12-30 00:02:01,000","Data Engineer","Yes","0-40k",20,"Tech","Python",0,4,1,0,1,3,"Easy","Better Salary","Male",28,"India","Bachelors","Asian or Asian American"
"62a46dbecf25554317319e48","anonymous","2022-11-06 00:00:00,000","1899-12-30 06:26:00,000","1899-12-30 00:01:31,000","Data Analyst","Yes","66k-85k",75.5,"Finance","Python",6,8,3,4,5,1,"Neither easy nor difficult","Better Salary","Female",30,"Canada","Bachelors","Asian or Asian American"
"62a487167dc029e2d66da73e","anonymous","2022-11-06 00:00:00,000","1899-12-30 08:14:00,000","1899-12-30 00:01:53,000","Data Analyst","Yes","0-40k",20,"Other","Python",5,5,5,5,5,6,"Neither easy nor difficult","Better Salary","Female",28,"Other","Bachelors","Asian or Asian American"
"62a4b085cec54911e9cc3afe","anonymous","2022-11-06 00:00:00,000","1899-12-30 11:11:00,000","1899-12-30 00:02:44,000","Other","Yes","0-40k",20,"Finance","Python",3,2,4,2,2,3,"Difficult","Better Salary","Male",23,"India","Masters","Asian or Asian American"
"62a4c49a575fa3a5ae8aadf4","anonymous","2022-11-06 00:00:00,000","1899-12-30 12:36:00,000","1899-12-30 00:01:24,000","Data Analyst","Yes","0-40k",20,"Tech","Python",2,6,3,6,6,7,"Neither easy nor difficult","Better Salary","Male",35,"India","Masters","Asian or Asian American"
"62a4d08bf3072dd892642d2c","anonymous","2022-11-06 00:00:00,000","1899-12-30 13:27:00,000","1899-12-30 00:01:53,000","Data Analyst","No","0-40k",20,"Finance","Python",8,9,9,9,9,9,"Neither easy nor difficult","Better Salary","Female",26,"India","Masters","Asian or Asian American"
"62a4e34d7dc029e2d66e10b9","anonymous","2022-11-06 00:00:00,000","1899-12-30 14:47:00,000","1899-12-30 00:01:56,000","Data Analyst","No","0-40k",20,"Tech","Python",3,4,5,5,6,6,"Neither easy nor difficult","Better Salary","Male",31,"Other","Masters","Asian or Asian American"
"62a4e5aed8c00e9f541bf48c","anonymous","2022-11-06 00:00:00,000","1899-12-30 14:57:00,000","1899-12-30 00:02:26,000","Student/Looking/None","Yes","0-40k",20,"Other","Python",0,6,6,2,0,3,"Neither easy nor difficult","Better Salary","Male",23,"Canada","Bachelors","Asian or Asian American"
"62a5038acec54911e9cc9526","anonymous","2022-11-06 00:00:00,000","1899-12-30 17:05:00,000","1899-12-30 00:02:38,000","Other","No","41k-65k",53,"Other","Python",2,7,6,5,6,4,"Neither easy nor difficult","Better Salary","Male",36,"United States","Masters","Asian or Asian American"
"62a54bccf3072dd89264a13b","anonymous","2022-11-06 00:00:00,000","1899-12-30 22:13:00,000","1899-12-30 00:01:43,000","Data Scientist","Yes","86k-105k",95.5,"Other","Python",6,8,10,9,6,8,"Neither easy nor difficult","Better Salary","Male",30,"Canada","Masters","Asian or Asian American"
"62a56bc67dc029e2d66e86c0","anonymous","2022-12-06 00:00:00,000","1899-12-30 00:29:00,000","1899-12-30 00:01:37,000","Data Engineer","Yes","225k+",225,"Tech","Other",3,3,4,4,3,5,"Neither easy nor difficult","Better Salary","Male",33,"United States","Bachelors","Asian or Asian American"
"62a5a931cec54911e9cd3333","anonymous","2022-12-06 00:00:00,000","1899-12-30 04:52:00,000","1899-12-30 00:03:19,000","Data Analyst","No","0-40k",20,"Healthcare","Python",6,7,8,7,6,7,"Neither easy nor difficult","Better Salary","Male",26,"India","Bachelors","Asian or Asian American"
"62a5f332bc6861bf3179f631","anonymous","2022-12-06 00:00:00,000","1899-12-30 10:07:00,000","1899-12-30 00:01:52,000","Student/Looking/None","No","0-40k",20,"Other","Python",1,8,8,1,3,7,"Very Easy","Better Salary","Female",23,"India","Masters","Asian or Asian American"
"62a642690f8c8599d5b2ab37","anonymous","2022-12-06 00:00:00,000","1899-12-30 15:45:00,000","1899-12-30 00:02:39,000","Data Analyst","Yes","41k-65k",53,"Other","Python",7,9,9,9,7,9,"Easy","Better Salary","Female",28,"United Kingdom","Bachelors","Asian or Asian American"
"62a64c6ecf2555431733a7a4","anonymous","2022-12-06 00:00:00,000","1899-12-30 16:28:00,000","1899-12-30 00:03:59,000","Other","Yes","0-40k",20,"Tech","Python",3,5,5,4,3,2,"Difficult","Better Salary","Female",24,"India","Bachelors","Asian or Asian American"
"62a6a11a0a77c1a77f69b7cb","anonymous","2022-12-06 00:00:00,000","1899-12-30 22:29:00,000","1899-12-30 00:03:16,000","Data Analyst","Yes","41k-65k",53,"Construction","Other",1,4,1,2,2,3,"Easy","Better Salary","Female",30,"Canada","Masters","Asian or Asian American"
"62a6ea03d8c00e9f541e3594","anonymous",,"1899-12-30 03:40:00,000","1899-12-30 00:04:45,000","Data Scientist","Yes","41k-65k",53,"Finance","Python",5,7,7,4,5,7,"Neither easy nor difficult","Better Salary","Male",30,"Other","Bachelors","Asian or Asian American"
"62a75a5418134ddc75d3d2f1","anonymous",,"1899-12-30 11:40:00,000","1899-12-30 00:00:43,000","Data Scientist","Yes","150k-225k",187.5,"Finance","R",9,9,9,9,8,8,"Difficult","Better Salary","Male",42,"United States","PhD","Asian or Asian American"
"62a75f1b575fa3a5ae8e0010","anonymous",,"1899-12-30 12:00:00,000","1899-12-30 00:01:08,000","Database Developer","Yes","0-40k",20,"Tech","Python",5,9,7,7,6,9,"Easy","Better Salary","Male",23,"India","Bachelors","Asian or Asian American"
"62a764ffd8c00e9f541f3cc3","anonymous",,"1899-12-30 12:25:00,000","1899-12-30 00:01:21,000","Data Analyst","No","0-40k",20,"Tech","Python",7,9,8,8,4,2,"Neither easy nor difficult","Better Salary","Male",26,"India","Bachelors","Asian or Asian American"
"62a77a37f8d5efcc22fd4e47","anonymous",,"1899-12-30 13:56:00,000","1899-12-30 00:01:04,000","Data Analyst","Yes","0-40k",20,"Construction","Python",0,0,0,0,0,0,"Very Difficult","Better Salary","Female",28,"United States","Masters","Asian or Asian American"
"62a789015d257a28a3132977","anonymous",,"1899-12-30 14:59:00,000","1899-12-30 00:01:25,000","Data Analyst","Yes","41k-65k",53,"Other","Python",5,6,9,6,7,10,"Neither easy nor difficult","Better Salary","Male",27,"India","Bachelors","Asian or Asian American"
"62a7988bbae91e4b8b88b8ee","anonymous",,"1899-12-30 16:05:00,000","1899-12-30 00:01:46,000","Data Analyst","Yes","41k-65k",53,"Other","Python",6,10,10,10,10,8,"Difficult","Better Salary","Female",26,"Canada","Masters","Asian or Asian American"
"62a7e2d024a26260273e4448","anonymous",,"1899-12-30 21:22:00,000","1899-12-30 00:02:04,000","Data Analyst","Yes","66k-85k",75.5,"Finance","Python",4,3,4,4,4,6,"Very Difficult","Better Salary","Male",30,"Other","Bachelors","Asian or Asian American"
"62a816907dc029e2d6725a33","anonymous",,"1899-12-30 01:03:00,000","1899-12-30 00:01:54,000","Student/Looking/None","No","0-40k",20,"Finance","Python",3,4,8,5,5,3,"Neither easy nor difficult","Better Salary","Male",26,"United States","High School","Asian or Asian American"
"62a89e365d257a28a314fd36","anonymous",,"1899-12-30 10:41:00,000","1899-12-30 00:00:53,000","Data Analyst","Yes","0-40k",20,"Other","Python",0,0,0,0,0,0,"Very Difficult","Better Salary","Male",25,"Other","Bachelors","Asian or Asian American"
"62a8b6ffbae91e4b8b8aa5c2","anonymous",,"1899-12-30 12:27:00,000","1899-12-30 00:02:07,000","Student/Looking/None","No","0-40k",20,"Tech","R",4,7,7,6,6,6,"Neither easy nor difficult","Better Salary","Male",25,"India","Bachelors","Asian or Asian American"
"62a9612bf8d5efcc22007c09","anonymous",,"1899-12-30 00:33:00,000","1899-12-30 00:01:26,000","Data Analyst","Yes","66k-85k",75.5,"Education","Other",5,9,7,9,8,9,"Neither easy nor difficult","Better Salary","Male",27,"Other","Bachelors","Asian or Asian American"
"62a9e206f3072dd8926bce70","anonymous",,"1899-12-30 09:43:00,000","1899-12-30 00:02:07,000","Data Analyst","No","0-40k",20,"Tech","Python",3,8,8,5,7,9,"Easy","Better Salary","Male",26,"Other","Bachelors","Asian or Asian American"
"62a9f0172e54c9003e5cdc25","anonymous",,"1899-12-30 10:43:00,000","1899-12-30 00:01:06,000","Data Analyst","Yes","66k-85k",75.5,"Tech","Python",5,9,7,7,8,9,"Neither easy nor difficult","Better Salary","Female",26,"Canada","Bachelors","Asian or Asian American"
"62ab6ab318134ddc75dabb09","anonymous",,"1899-12-30 13:38:00,000","1899-12-30 00:01:20,000","Data Scientist","Yes","0-40k",20,"Real Estate","Python",2,3,4,5,3,6,"Very Easy","Better Salary","Male",33,"India","Bachelors","Asian or Asian American"
"62ace61d575fa3a5ae972d57","anonymous",,"1899-12-30 16:37:00,000","1899-12-30 00:01:26,000","Data Analyst","No","86k-105k",95.5,"Tech","Python",4,4,4,4,3,4,"Neither easy nor difficult","Better Salary","Male",26,"Other","Masters","Asian or Asian American"
"62adf26f18134ddc75de4bb4","anonymous",,"1899-12-30 11:42:00,000","1899-12-30 00:01:47,000","Student/Looking/None","No","66k-85k",75.5,"Construction","Other",5,5,7,7,9,10,"Difficult","Better Salary","Female",24,"United States","Bachelors","Asian or Asian American"
"62af07be7dc029e2d67cc3c8","anonymous",,"1899-12-30 07:25:00,000","1899-12-30 00:01:52,000","Student/Looking/None","Yes","0-40k",20,"Other","Python",3,9,9,9,9,9,"Neither easy nor difficult","Better Salary","Male",20,"India","High School","Asian or Asian American"
"62af10295d257a28a31e6ff8","anonymous",,"1899-12-30 08:01:00,000","1899-12-30 00:01:24,000","Data Analyst","Yes","0-40k",20,"Education","Python",0,2,3,2,4,2,"Neither easy nor difficult","Better Salary","Male",23,"India","Bachelors","Asian or Asian American"
"62af53ce0f8c8599d5c04934","anonymous",,"1899-12-30 12:50:00,000","1899-12-30 00:03:57,000","Data Analyst","Yes","0-40k",20,"Other","R",3,9,8,8,6,6,"Difficult","Better Salary","Male",27,"India","Bachelors","Asian or Asian American"
"62af6371f8d5efcc2208e923","anonymous",,"1899-12-30 13:57:00,000","1899-12-30 00:02:21,000","Student/Looking/None","No","0-40k",20,"Agriculture","Other",0,8,8,8,8,8,"Neither easy nor difficult","Better Salary","Male",22,"Other","Bachelors","Asian or Asian American"
"62b71083f31287f32e189026","anonymous",,"1899-12-30 09:41:00,000","1899-12-30 00:04:43,000","Student/Looking/None","Yes","0-40k",20,"Tech","Python",1,2,1,2,1,2,"Difficult","Better Salary","Male",26,"Other","Bachelors","Asian or Asian American"
"62a33c91f3072dd892621e03","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:44:00,000","1899-12-30 00:01:51,000","Data Analyst","Yes","41k-65k",53,"Healthcare","R",1,4,4,4,0,1,"Difficult","Better Salary","Male",44,"United States","","Black or African American"
"62a33cb72e54c9003e531c65","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:44:00,000","1899-12-30 00:01:15,000","Data Scientist","Yes","0-40k",20,"Finance","Python",0,6,6,6,6,5,"Difficult","Better Salary","Male",24,"Other","","Black or African American"
"62a33cd8bc6861bf3176c05f","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:45:00,000","1899-12-30 00:01:27,000","Data Analyst","Yes","41k-65k",53,"Telecommunication","Python",2,0,3,3,0,4,"Very Difficult","Better Salary","Male",28,"United States","","Hispanic or Latino"
"62a33d15f408bae018ed370d","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:46:00,000","1899-12-30 00:03:20,000","Data Analyst","Yes","0-40k",20,"Tech","R",1,10,9,9,5,10,"Neither easy nor difficult","Better Salary","Male",34,"Other","","Other (Please Specify):Latino with Italian roots"
